,a,b,c,d,e,f,g,h,i,j,k,l,m,n
9948,BDCQ.SED2RGS,2019.03,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Taranaki,Seasonally adjusted,,
9949,BDCQ.SED2RGS,2019.06,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Taranaki,Seasonally adjusted,,
9950,BDCQ.SED2RGS,2019.09,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Taranaki,Seasonally adjusted,,
9951,BDCQ.SED2RGS,2019.12,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Taranaki,Seasonally adjusted,,
9952,BDCQ.SED2RGS,2020.03,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Taranaki,Seasonally adjusted,,
9953,BDCQ.SED2RGS,2020.06,,Y,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Taranaki,Seasonally adjusted,,
9954,BDCQ.SED2RGS,2020.09,,Y,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Taranaki,Seasonally adjusted,,
9955,BDCQ.SED2RGS,2020.12,,Y,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Taranaki,Seasonally adjusted,,
9956,BDCQ.SED2RGT,2011.06,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Taranaki,Trend,,
9957,BDCQ.SED2RGT,2011.09,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Taranaki,Trend,,
9958,BDCQ.SED2RGT,2011.12,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Taranaki,Trend,,
9959,BDCQ.SED2RGT,2012.03,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Taranaki,Trend,,
9960,BDCQ.SED2RGT,2012.06,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Taranaki,Trend,,
9961,BDCQ.SED2RGT,2012.09,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Taranaki,Trend,,
9962,BDCQ.SED2RGT,2012.12,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Taranaki,Trend,,
9963,BDCQ.SED2RGT,2013.03,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Taranaki,Trend,,
9964,BDCQ.SED2RGT,2013.06,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Taranaki,Trend,,
9965,BDCQ.SED2RGT,2013.09,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Taranaki,Trend,,
9966,BDCQ.SED2RGT,2013.12,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Taranaki,Trend,,
9967,BDCQ.SED2RGT,2014.03,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Taranaki,Trend,,
9968,BDCQ.SED2RGT,2014.06,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Taranaki,Trend,,
9969,BDCQ.SED2RGT,2014.09,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Taranaki,Trend,,
9970,BDCQ.SED2RGT,2014.12,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Taranaki,Trend,,
9971,BDCQ.SED2RGT,2015.03,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Taranaki,Trend,,
9972,BDCQ.SED2RGT,2015.06,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Taranaki,Trend,,
9973,BDCQ.SED2RGT,2015.09,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Taranaki,Trend,,
9974,BDCQ.SED2RGT,2015.12,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Taranaki,Trend,,
9975,BDCQ.SED2RGT,2016.03,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Taranaki,Trend,,
9976,BDCQ.SED2RGT,2016.06,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Taranaki,Trend,,
9977,BDCQ.SED2RGT,2016.09,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Taranaki,Trend,,
9978,BDCQ.SED2RGT,2016.12,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Taranaki,Trend,,
9979,BDCQ.SED2RGT,2017.03,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Taranaki,Trend,,
9980,BDCQ.SED2RGT,2017.06,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Taranaki,Trend,,
9981,BDCQ.SED2RGT,2017.09,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Taranaki,Trend,,
9982,BDCQ.SED2RGT,2017.12,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Taranaki,Trend,,
9983,BDCQ.SED2RGT,2018.03,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Taranaki,Trend,,
9984,BDCQ.SED2RGT,2018.06,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Taranaki,Trend,,
9985,BDCQ.SED2RGT,2018.09,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Taranaki,Trend,,
9986,BDCQ.SED2RGT,2018.12,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Taranaki,Trend,,
9987,BDCQ.SED2RGT,2019.03,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Taranaki,Trend,,
9988,BDCQ.SED2RGT,2019.06,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Taranaki,Trend,,
9989,BDCQ.SED2RGT,2019.09,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Taranaki,Trend,,
9990,BDCQ.SED2RGT,2019.12,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Taranaki,Trend,,
9991,BDCQ.SED2RGT,2020.03,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Taranaki,Trend,,
9992,BDCQ.SED2RGT,2020.06,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Taranaki,Trend,,
9993,BDCQ.SED2RGT,2020.09,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Taranaki,Trend,,
9994,BDCQ.SED2RGT,2020.12,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Taranaki,Trend,,
9995,BDCQ.SED2RHA,2011.06,963.458569,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Actual,,
9996,BDCQ.SED2RHA,2011.09,949.044065,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Actual,,
9997,BDCQ.SED2RHA,2011.12,1008.861868,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Actual,,
9998,BDCQ.SED2RHA,2012.03,965.260097,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Actual,,
9999,BDCQ.SED2RHA,2012.06,991.778528,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Actual,,
10000,BDCQ.SED2RHA,2012.09,973.15435,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Actual,,
10001,BDCQ.SED2RHA,2012.12,1055.994716,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Actual,,
10002,BDCQ.SED2RHA,2013.03,983.625669,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Actual,,
10003,BDCQ.SED2RHA,2013.06,1015.854222,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Actual,,
10004,BDCQ.SED2RHA,2013.09,998.01476,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Actual,,
10005,BDCQ.SED2RHA,2013.12,1088.810888,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Actual,,
10006,BDCQ.SED2RHA,2014.03,1001.839414,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Actual,,
10007,BDCQ.SED2RHA,2014.06,1053.429288,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Actual,,
10008,BDCQ.SED2RHA,2014.09,1049.367167,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Actual,,
10009,BDCQ.SED2RHA,2014.12,1137.799473,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Actual,,
10010,BDCQ.SED2RHA,2015.03,1048.455516,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Actual,,
10011,BDCQ.SED2RHA,2015.06,1097.922732,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Actual,,
10012,BDCQ.SED2RHA,2015.09,1111.488241,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Actual,,
10013,BDCQ.SED2RHA,2015.12,1153.316825,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Actual,,
10014,BDCQ.SED2RHA,2016.03,1133.561029,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Actual,,
10015,BDCQ.SED2RHA,2016.06,1128.919967,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Actual,,
10016,BDCQ.SED2RHA,2016.09,1131.879691,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Actual,,
10017,BDCQ.SED2RHA,2016.12,1185.707291,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Actual,,
10018,BDCQ.SED2RHA,2017.03,1163.717517,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Actual,,
10019,BDCQ.SED2RHA,2017.06,1185.25236,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Actual,,
10020,BDCQ.SED2RHA,2017.09,1199.183128,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Actual,,
10021,BDCQ.SED2RHA,2017.12,1267.337307,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Actual,,
10022,BDCQ.SED2RHA,2018.03,1225.918275,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Actual,,
10023,BDCQ.SED2RHA,2018.06,1256.900881,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Actual,,
10024,BDCQ.SED2RHA,2018.09,1277.860339,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Actual,,
10025,BDCQ.SED2RHA,2018.12,1359.193152,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Actual,,
10026,BDCQ.SED2RHA,2019.03,1280.770136,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Actual,,
10027,BDCQ.SED2RHA,2019.06,1325.751873,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Actual,,
10028,BDCQ.SED2RHA,2019.09,1346.370252,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Actual,,
10029,BDCQ.SED2RHA,2019.12,1453.7944,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Actual,,
10030,BDCQ.SED2RHA,2020.03,1363.093225,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Actual,,
10031,BDCQ.SED2RHA,2020.06,1362.40626,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Actual,,
10032,BDCQ.SED2RHA,2020.09,1463.702142,,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Actual,,
10033,BDCQ.SED2RHA,2020.12,1493.255832,,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Actual,,
10034,BDCQ.SED2RHA,2021.03,1466.992873,,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Actual,,
10035,BDCQ.SED2RHA,2021.06,1520.263432,,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Actual,,
10036,BDCQ.SED2RHA,2021.09,1539.891587,,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Actual,,
10037,BDCQ.SED2RHA,2021.12,1646.364605,,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Actual,,
10038,BDCQ.SED2RHA,2022.03,1602.049798,,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Actual,,
10039,BDCQ.SED2RHA,2022.06,1655.479094,,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Actual,,
10040,BDCQ.SED2RHA,2022.09,1663.894079,,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Actual,,
10041,BDCQ.SED2RHA,2022.12,1750.177527,,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Actual,,
10042,BDCQ.SED2RHA,2023.03,1731.383645,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Actual,,
10043,BDCQ.SED2RHA,2023.06,1804.201055,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Actual,,
10044,BDCQ.SED2RHS,2011.06,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Seasonally adjusted,,
10045,BDCQ.SED2RHS,2011.09,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Seasonally adjusted,,
10046,BDCQ.SED2RHS,2011.12,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Seasonally adjusted,,
10047,BDCQ.SED2RHS,2012.03,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Seasonally adjusted,,
10048,BDCQ.SED2RHS,2012.06,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Seasonally adjusted,,
10049,BDCQ.SED2RHS,2012.09,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Seasonally adjusted,,
10050,BDCQ.SED2RHS,2012.12,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Seasonally adjusted,,
10051,BDCQ.SED2RHS,2013.03,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Seasonally adjusted,,
10052,BDCQ.SED2RHS,2013.06,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Seasonally adjusted,,
10053,BDCQ.SED2RHS,2013.09,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Seasonally adjusted,,
10054,BDCQ.SED2RHS,2013.12,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Seasonally adjusted,,
10055,BDCQ.SED2RHS,2014.03,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Seasonally adjusted,,
10056,BDCQ.SED2RHS,2014.06,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Seasonally adjusted,,
10057,BDCQ.SED2RHS,2014.09,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Seasonally adjusted,,
10058,BDCQ.SED2RHS,2014.12,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Seasonally adjusted,,
10059,BDCQ.SED2RHS,2015.03,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Seasonally adjusted,,
10060,BDCQ.SED2RHS,2015.06,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Seasonally adjusted,,
10061,BDCQ.SED2RHS,2015.09,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Seasonally adjusted,,
10062,BDCQ.SED2RHS,2015.12,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Seasonally adjusted,,
10063,BDCQ.SED2RHS,2016.03,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Seasonally adjusted,,
10064,BDCQ.SED2RHS,2016.06,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Seasonally adjusted,,
10065,BDCQ.SED2RHS,2016.09,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Seasonally adjusted,,
10066,BDCQ.SED2RHS,2016.12,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Seasonally adjusted,,
10067,BDCQ.SED2RHS,2017.03,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Seasonally adjusted,,
10068,BDCQ.SED2RHS,2017.06,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Seasonally adjusted,,
10069,BDCQ.SED2RHS,2017.09,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Seasonally adjusted,,
10070,BDCQ.SED2RHS,2017.12,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Seasonally adjusted,,
10071,BDCQ.SED2RHS,2018.03,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Seasonally adjusted,,
10072,BDCQ.SED2RHS,2018.06,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Seasonally adjusted,,
10073,BDCQ.SED2RHS,2018.09,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Seasonally adjusted,,
10074,BDCQ.SED2RHS,2018.12,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Seasonally adjusted,,
10075,BDCQ.SED2RHS,2019.03,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Seasonally adjusted,,
10076,BDCQ.SED2RHS,2019.06,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Seasonally adjusted,,
10077,BDCQ.SED2RHS,2019.09,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Seasonally adjusted,,
10078,BDCQ.SED2RHS,2019.12,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Seasonally adjusted,,
10079,BDCQ.SED2RHS,2020.03,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Seasonally adjusted,,
10080,BDCQ.SED2RHS,2020.06,,Y,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Seasonally adjusted,,
10081,BDCQ.SED2RHS,2020.09,,Y,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Seasonally adjusted,,
10082,BDCQ.SED2RHS,2020.12,,Y,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Seasonally adjusted,,
10083,BDCQ.SED2RHT,2011.06,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Trend,,
10084,BDCQ.SED2RHT,2011.09,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Trend,,
10085,BDCQ.SED2RHT,2011.12,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Trend,,
10086,BDCQ.SED2RHT,2012.03,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Trend,,
10087,BDCQ.SED2RHT,2012.06,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Trend,,
10088,BDCQ.SED2RHT,2012.09,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Trend,,
10089,BDCQ.SED2RHT,2012.12,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Trend,,
10090,BDCQ.SED2RHT,2013.03,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Trend,,
10091,BDCQ.SED2RHT,2013.06,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Trend,,
10092,BDCQ.SED2RHT,2013.09,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Trend,,
10093,BDCQ.SED2RHT,2013.12,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Trend,,
10094,BDCQ.SED2RHT,2014.03,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Trend,,
10095,BDCQ.SED2RHT,2014.06,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Trend,,
10096,BDCQ.SED2RHT,2014.09,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Trend,,
10097,BDCQ.SED2RHT,2014.12,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Trend,,
10098,BDCQ.SED2RHT,2015.03,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Trend,,
10099,BDCQ.SED2RHT,2015.06,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Trend,,
10100,BDCQ.SED2RHT,2015.09,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Trend,,
10101,BDCQ.SED2RHT,2015.12,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Trend,,
10102,BDCQ.SED2RHT,2016.03,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Trend,,
10103,BDCQ.SED2RHT,2016.06,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Trend,,
10104,BDCQ.SED2RHT,2016.09,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Trend,,
10105,BDCQ.SED2RHT,2016.12,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Trend,,
10106,BDCQ.SED2RHT,2017.03,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Trend,,
10107,BDCQ.SED2RHT,2017.06,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Trend,,
10108,BDCQ.SED2RHT,2017.09,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Trend,,
10109,BDCQ.SED2RHT,2017.12,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Trend,,
10110,BDCQ.SED2RHT,2018.03,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Trend,,
10111,BDCQ.SED2RHT,2018.06,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Trend,,
10112,BDCQ.SED2RHT,2018.09,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Trend,,
10113,BDCQ.SED2RHT,2018.12,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Trend,,
10114,BDCQ.SED2RHT,2019.03,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Trend,,
10115,BDCQ.SED2RHT,2019.06,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Trend,,
10116,BDCQ.SED2RHT,2019.09,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Trend,,
10117,BDCQ.SED2RHT,2019.12,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Trend,,
10118,BDCQ.SED2RHT,2020.03,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Trend,,
10119,BDCQ.SED2RHT,2020.06,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Trend,,
10120,BDCQ.SED2RHT,2020.09,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Trend,,
10121,BDCQ.SED2RHT,2020.12,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Manawatu-Whanganui,Trend,,
10122,BDCQ.SED2RIA,2011.06,2779.72612,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Actual,,
10123,BDCQ.SED2RIA,2011.09,2893.598858,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Actual,,
10124,BDCQ.SED2RIA,2011.12,2971.742228,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Actual,,
10125,BDCQ.SED2RIA,2012.03,2828.504871,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Actual,,
10126,BDCQ.SED2RIA,2012.06,2874.957212,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Actual,,
10127,BDCQ.SED2RIA,2012.09,2965.868781,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Actual,,
10128,BDCQ.SED2RIA,2012.12,3070.95651,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Actual,,
10129,BDCQ.SED2RIA,2013.03,2884.661711,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Actual,,
