,a,b,c,d,e,f,g,h,i,j,k,l,m,n
1114,BDCQ.SEA1HS,2020.06,142394.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Seasonally adjusted,,
1115,BDCQ.SEA1HS,2020.09,141003.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Seasonally adjusted,,
1116,BDCQ.SEA1HS,2020.12,136410.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Seasonally adjusted,,
1117,BDCQ.SEA1HS,2021.03,138484.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Seasonally adjusted,,
1118,BDCQ.SEA1HS,2021.06,141967.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Seasonally adjusted,,
1119,BDCQ.SEA1HS,2021.09,144131.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Seasonally adjusted,,
1120,BDCQ.SEA1HS,2021.12,141872.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Seasonally adjusted,,
1121,BDCQ.SEA1HS,2022.03,137453.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Seasonally adjusted,,
1122,BDCQ.SEA1HS,2022.06,138766.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Seasonally adjusted,,
1123,BDCQ.SEA1HS,2022.09,141693.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Seasonally adjusted,,
1124,BDCQ.SEA1HS,2022.12,144897.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Seasonally adjusted,,
1125,BDCQ.SEA1HS,2023.03,149941.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Seasonally adjusted,,
1126,BDCQ.SEA1HS,2023.06,153699.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Seasonally adjusted,,
1127,BDCQ.SEA1HT,2011.06,106316.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Trend,,
1128,BDCQ.SEA1HT,2011.09,107938.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Trend,,
1129,BDCQ.SEA1HT,2011.12,109036.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Trend,,
1130,BDCQ.SEA1HT,2012.03,109069.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Trend,,
1131,BDCQ.SEA1HT,2012.06,109099.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Trend,,
1132,BDCQ.SEA1HT,2012.09,109555.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Trend,,
1133,BDCQ.SEA1HT,2012.12,110074.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Trend,,
1134,BDCQ.SEA1HT,2013.03,110871.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Trend,,
1135,BDCQ.SEA1HT,2013.06,111956.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Trend,,
1136,BDCQ.SEA1HT,2013.09,112827.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Trend,,
1137,BDCQ.SEA1HT,2013.12,113651.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Trend,,
1138,BDCQ.SEA1HT,2014.03,114303.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Trend,,
1139,BDCQ.SEA1HT,2014.06,114803.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Trend,,
1140,BDCQ.SEA1HT,2014.09,116007.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Trend,,
1141,BDCQ.SEA1HT,2014.12,117664.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Trend,,
1142,BDCQ.SEA1HT,2015.03,119295.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Trend,,
1143,BDCQ.SEA1HT,2015.06,120711.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Trend,,
1144,BDCQ.SEA1HT,2015.09,121944.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Trend,,
1145,BDCQ.SEA1HT,2015.12,123529.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Trend,,
1146,BDCQ.SEA1HT,2016.03,125826.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Trend,,
1147,BDCQ.SEA1HT,2016.06,128448.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Trend,,
1148,BDCQ.SEA1HT,2016.09,131013.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Trend,,
1149,BDCQ.SEA1HT,2016.12,133323.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Trend,,
1150,BDCQ.SEA1HT,2017.03,135188.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Trend,,
1151,BDCQ.SEA1HT,2017.06,136646.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Trend,,
1152,BDCQ.SEA1HT,2017.09,137319.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Trend,,
1153,BDCQ.SEA1HT,2017.12,137735.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Trend,,
1154,BDCQ.SEA1HT,2018.03,138636.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Trend,,
1155,BDCQ.SEA1HT,2018.06,139326.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Trend,,
1156,BDCQ.SEA1HT,2018.09,139546.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Trend,,
1157,BDCQ.SEA1HT,2018.12,140592.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Trend,,
1158,BDCQ.SEA1HT,2019.03,142487.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Trend,,
1159,BDCQ.SEA1HT,2019.06,143309.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Trend,,
1160,BDCQ.SEA1HT,2019.09,143551.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Trend,,
1161,BDCQ.SEA1HT,2019.12,144310.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Trend,,
1162,BDCQ.SEA1HT,2020.03,144210.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Trend,,
1163,BDCQ.SEA1HT,2020.06,142607.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Trend,,
1164,BDCQ.SEA1HT,2020.09,141020.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Trend,,
1165,BDCQ.SEA1HT,2020.12,140018.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Trend,,
1166,BDCQ.SEA1HT,2021.03,140304.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Trend,,
1167,BDCQ.SEA1HT,2021.06,142336.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Trend,,
1168,BDCQ.SEA1HT,2021.09,143633.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Trend,,
1169,BDCQ.SEA1HT,2021.12,141917.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Trend,,
1170,BDCQ.SEA1HT,2022.03,139277.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Trend,,
1171,BDCQ.SEA1HT,2022.06,139045.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Trend,,
1172,BDCQ.SEA1HT,2022.09,141362.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Trend,,
1173,BDCQ.SEA1HT,2022.12,145241.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Trend,,
1174,BDCQ.SEA1HT,2023.03,149791.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Trend,,
1175,BDCQ.SEA1HT,2023.06,153375.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Trend,,
1176,BDCQ.SEA1IA,2011.06,75245.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Actual,,
1177,BDCQ.SEA1IA,2011.09,75920.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Actual,,
1178,BDCQ.SEA1IA,2011.12,77045.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Actual,,
1179,BDCQ.SEA1IA,2012.03,76430.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Actual,,
1180,BDCQ.SEA1IA,2012.06,76950.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Actual,,
1181,BDCQ.SEA1IA,2012.09,76194.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Actual,,
1182,BDCQ.SEA1IA,2012.12,77327.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Actual,,
1183,BDCQ.SEA1IA,2013.03,76687.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Actual,,
1184,BDCQ.SEA1IA,2013.06,78158.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Actual,,
1185,BDCQ.SEA1IA,2013.09,78229.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Actual,,
1186,BDCQ.SEA1IA,2013.12,79389.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Actual,,
1187,BDCQ.SEA1IA,2014.03,79737.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Actual,,
1188,BDCQ.SEA1IA,2014.06,80385.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Actual,,
1189,BDCQ.SEA1IA,2014.09,80773.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Actual,,
1190,BDCQ.SEA1IA,2014.12,81723.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Actual,,
1191,BDCQ.SEA1IA,2015.03,81326.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Actual,,
1192,BDCQ.SEA1IA,2015.06,82116.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Actual,,
1193,BDCQ.SEA1IA,2015.09,81791.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Actual,,
1194,BDCQ.SEA1IA,2015.12,83268.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Actual,,
1195,BDCQ.SEA1IA,2016.03,83028.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Actual,,
1196,BDCQ.SEA1IA,2016.06,83690.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Actual,,
1197,BDCQ.SEA1IA,2016.09,83850.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Actual,,
1198,BDCQ.SEA1IA,2016.12,85305.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Actual,,
1199,BDCQ.SEA1IA,2017.03,84997.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Actual,,
1200,BDCQ.SEA1IA,2017.06,86158.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Actual,,
1201,BDCQ.SEA1IA,2017.09,85658.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Actual,,
1202,BDCQ.SEA1IA,2017.12,87824.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Actual,,
1203,BDCQ.SEA1IA,2018.03,87091.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Actual,,
1204,BDCQ.SEA1IA,2018.06,86960.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Actual,,
1205,BDCQ.SEA1IA,2018.09,86621.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Actual,,
1206,BDCQ.SEA1IA,2018.12,89405.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Actual,,
1207,BDCQ.SEA1IA,2019.03,90235.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Actual,,
1208,BDCQ.SEA1IA,2019.06,91895.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Actual,,
1209,BDCQ.SEA1IA,2019.09,89864.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Actual,,
1210,BDCQ.SEA1IA,2019.12,92162.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Actual,,
1211,BDCQ.SEA1IA,2020.03,91424.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Actual,,
1212,BDCQ.SEA1IA,2020.06,88863.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Actual,,
1213,BDCQ.SEA1IA,2020.09,85499.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Actual,,
1214,BDCQ.SEA1IA,2020.12,85266.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Actual,,
1215,BDCQ.SEA1IA,2021.03,84651.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Actual,,
1216,BDCQ.SEA1IA,2021.06,85578.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Actual,,
1217,BDCQ.SEA1IA,2021.09,84939.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Actual,,
1218,BDCQ.SEA1IA,2021.12,87332.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Actual,,
1219,BDCQ.SEA1IA,2022.03,86212.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Actual,,
